LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,Species2_eBird,Specimen.number,n_specimens
"Uitenhage, E Cape Province",South Africa,,,-33.75757,25.397099,yes,Low(43),Unavailable,,"-31,23,CAPE PROVINCE|Unavailable|Unavailable|Low(43),-30.213107,25.911433,UITENHAGE|Unavailable|Unavailable|Low(39),-27.772916,28.009568,UITENHAGE|Unavailable|Unavailable|Low(39),-27.147483,24.765075,UITENHAGE|Unavailable|Unavailable|Low(39),-33.783333,25.383333,UITENHAGE|Unavailable|Unavailable|Low(39),-23.4435,27.716241,UITENHAGE|Unavailable|Unavailable|Low(39),-24.627143,26.960018,UITENHAGE|Unavailable|Unavailable|Low(39),-33.7667,25.4167,UITENHAGE|Unavailable|Unavailable|Low(39),-46.901074,37.902948,EAST CAPE|Unavailable|Unavailable|Low(39),-33.766667,25.416667,UITENHAGE|Unavailable|Unavailable|Low(39),-46.652408,37.999222,EAST CAPE|Unavailable|Unavailable|Low(39),-34.086445,23.085835,EAST CAPE|Unavailable|Unavailable|Low(39),-33.75757,25.397099,UITENHAGE|Unavailable|Unavailable|Low(39),-27.160765,22.955228,EAST|Unavailable|Unavailable|Low(34),-31,23,CAPE|Unavailable|Unavailable|Low(34)",Phyllastrephus terrestris,1905.12.20.16,1
"Bitye, River Dja, South Region",Cameroon,,,3.016667,12.366667,yes,Low(42),Unavailable,,"2.75,11.583333,SOUTH REGION|Unavailable|Unavailable|Low(42),2.5,11.75,SOUTH REGION|Unavailable|Unavailable|Low(42),3.016667,12.366667,BITYE|Unavailable|Unavailable|Low(35),2.75,11.583333,SOUTH|Unavailable|Unavailable|Low(35),2.5,11.75,SOUTH|Unavailable|Unavailable|Low(35),4.466667,14.416667,DJA|Unavailable|Unavailable|Low(33),5.483333,12.35,DJA|Unavailable|Unavailable|Low(33),2.433333,12.4,DJA|Unavailable|Unavailable|Low(33),2.033333,15.2,DJA|Unavailable|Unavailable|Low(33),5.3,12.233333,DJA|Unavailable|Unavailable|Low(33),3.816667,12.7,DJA|Unavailable|Unavailable|Low(33)",Phyllastrephus xavieri,1924.11.2.121,1
Bugoma Forest,"Uganda, Uganda",,,1.292083,30.996914,yes,,,,,Phyllastrephus xavieri,"1945.23.8, 1933.5.31.2",2
"Kumba, Southwest Province",Cameroon,,,4.65,9.4333,yes,Low(35),Unavailable,,"4.5307,9.4997,KUMBA|Unavailable|Unavailable|Low(35),4.6363,9.4469,KUMBA|Unavailable|Unavailable|Low(35),4.6921,9.2097,KUMBA|Unavailable|Unavailable|Low(35),4.65,9.4333,KUMBA|Unavailable|Unavailable|Low(35),5.5,10.666667,WEST PROVINCE|Unavailable|Unavailable|Low(30),5.5,10.5,WEST PROVINCE|Unavailable|Unavailable|Low(30)",Phyllastrephus xavieri,1966.16.1317,1
Bangkok,"Thailand, Thailand, Thailand",,,13.749886,100.506726,yes,,,,,Pycnonotus aurigaster,"1955.1.5679, 1915.12.18.137, 1955.1.5680",3
Chantaburi,Thailand,,,12.609611,102.104472,yes,High(85),Unavailable,,"12.857983,102.154339,CHANTABURI|Unavailable|Unavailable|High(85),12.609611,102.104472,CHANTABURI|Unavailable|Unavailable|High(85),12.609895,102.115407,(g3)Chantaburi|Unavailable|4133|Medium(60)",Pycnonotus aurigaster,1955.1.5683,1
E Java,Indonesia,,,-7.594387,112.203355,yes,Low(34),,,"-7.4,110,JAVA|Unavailable|Unavailable|Low(34),-7.491667,110.004444,JAVA|Unavailable|Unavailable|Low(34)",Pycnonotus aurigaster,73.5.12.124,1
Java,"Indonesia, Indonesia",,,-7.593865,110.656731,yes,,,,,Pycnonotus aurigaster,"79.4.5.1648, 98.10.2.113",2
Ataran River,Myanmmar,,,16.47748,97.661278,yes,,,,,Pycnonotus aurigaster,1899,1
"Tjibodas, Java",Indonesia,,,-6.194722,106.614444,yes,Low(38),Unavailable,,"-6.730278,107.0675,TJIBODAS|Unavailable|Unavailable|Low(38),-6.828889,107.28,TJIBODAS|Unavailable|Unavailable|Low(38),-6.477222,106.655,TJIBODAS|Unavailable|Unavailable|Low(38),-6.636,105.7293,TJIBODAS|Unavailable|Unavailable|Low(38),-7.2499,106.9648,TJIBODAS|Unavailable|Unavailable|Low(38),-7.4245,107.5178,TJIBODAS|Unavailable|Unavailable|Low(38),-6.5874,105.7454,TJIBODAS|Unavailable|Unavailable|Low(38),-6.919167,107.663056,TJIBODAS|Unavailable|Unavailable|Low(38),-6.702778,107.242778,TJIBODAS|Unavailable|Unavailable|Low(38),-6.962778,106.916667,TJIBODAS|Unavailable|Unavailable|Low(38),-6.496944,107.733333,TJIBODAS|Unavailable|Unavailable|Low(38),-7.0107,107.7613,TJIBODAS|Unavailable|Unavailable|Low(38),-7.0891,107.4881,TJIBODAS|Unavailable|Unavailable|Low(38),-6.194722,106.614444,TJIBODAS|Unavailable|Unavailable|Low(38),-7.0604,107.1877,TJIBODAS|Unavailable|Unavailable|Low(38),-7.0678,107.1926,TJIBODAS|Unavailable|Unavailable|Low(38),-7.0861,108.7578,TJIBODAS|Unavailable|Unavailable|Low(38),-6.821944,106.739722,TJIBODAS|Unavailable|Unavailable|Low(38),-7.6247,108.5981,TJIBODAS|Unavailable|Unavailable|Low(38),-7.3624,108.6613,TJIBODAS|Unavailable|Unavailable|Low(38),-7.0209,108.3489,TJIBODAS|Unavailable|Unavailable|Low(38),-7.259,108.1861,TJIBODAS|Unavailable|Unavailable|Low(38),-7.0638,108.0811,TJIBODAS|Unavailable|Unavailable|Low(38),-7.2055,106.66,TJIBODAS|Unavailable|Unavailable|Low(38),-7.3129,108.3143,TJIBODAS|Unavailable|Unavailable|Low(38),-7.5138,107.9308,TJIBODAS|Unavailable|Unavailable|Low(38),-7.325835,106.622101,TJIBODAS|Unavailable|Unavailable|Low(38),-7.491667,110.004444,JAVA|Unavailable|Unavailable|Low(34),-7.4,110,JAVA|Unavailable|Unavailable|Low(34),-6.988056,107.810556,TJIBODA|Unavailable|Unavailable|Low(24)",Pycnonotus aurigaster,1919.12.12.103,1
W Java,Indonesia,,,-7.090799,107.58626,yes,Low(34),,,"-7.4,110,JAVA|Unavailable|Unavailable|Low(34),-7.491667,110.004444,JAVA|Unavailable|Unavailable|Low(34)",Pycnonotus aurigaster,73.5.12.123,1
30m W of Yavello,Ethiopia,,,4.883333,38.083333,no,Low(37),unavailable,,"4.883333,38.083333,YAVELLO|Unavailable|Unavailable|Low(37)",Pycnonotus barbatus,1946.5.2279,1
Algiers,Algeria,,,36.783333,3.05,no,High(82),unavailable,,"36.783333,3.05,ALGIERS|Unavailable|Unavailable|High(82),36.763056,3.050556,ALGIERS|Unavailable|Unavailable|High(82),36.783,3.05,ALGIERS|Unavailable|Unavailable|High(82),36.75,3.166667,ALGIERS|Unavailable|Unavailable|High(82)",Pycnonotus barbatus,97.11.10.983,1
Borama,"Somalia, Somalia, Somalia, Somalia",,,9.935382,43.179764,yes,,,,,Pycnonotus barbatus,"1965.M.9674, 1965.M.9673, 1965.M.9670, 1965.M.9672",4
"Dibete Kap, Bodswana",Botswana,,,-23.747595,26.47028,no,Low(36),unavailable,,"-23.747595,26.47028,DIBETE|Unavailable|Unavailable|Low(36),-21.758897,28.332796,DIBETE|Unavailable|Unavailable|Low(36),-21.675615,28.224295,DIBETE|Unavailable|Unavailable|Low(36),-23.75,26.4333,DIBETE|Unavailable|Unavailable|Low(36),-23.750114,26.515762,DIBETE|Unavailable|Unavailable|Low(36),-23.767479,26.566012,DIBETE|Unavailable|Unavailable|Low(36)",Pycnonotus barbatus,1976.114,1
Djebel Chedar (Morocco),Morocco,,,32,-6,yes,Low(37),Unavailable,,"32,-6,MOROCCO|Unavailable|Unavailable|Low(37),31.633,-8.009,MOROCCO|Unavailable|Unavailable|Low(37),32,-5,MOROCCO|Unavailable|Unavailable|Low(37)",Pycnonotus barbatus,F.II.1.a.?,1
"Hammam Maskoutine, Guelma","Algeria, Algeria, Algeria",,,36.46171,7.263257,yes,,,,,Pycnonotus barbatus,"1934.1.1.6352, 1927.12.18.352, 1957.13.1670",3
"Inolepolola, Botswana",Botswana,,,-24.401162,25.496029,yes,Low(38),,,"-22,24,BOTSWANA|Unavailable|Unavailable|Low(38),-22,24,BOTSWANA|Unavailable|Unavailable|Low(38)",Pycnonotus barbatus,1976.1139,1
Matobo Hills,"Zimbabwe, Zimbabwe",,,-20.578871,28.528685,yes,,,,,Pycnonotus barbatus,"1966.242, 1966.24",2
Mhoiwla (Morocco),"Morocco, Morocco, Morocco",,,31.620248,-7.983432,yes,,,,,Pycnonotus barbatus,"F.II.1.a.?., F.II.1.a.?., F.II.1.a.?.",3
N. Yavello,Ethiopia,,,4.90762,38.08977,yes,Low(37),,,"4.883333,38.083333,YAVELLO|Unavailable|Unavailable|Low(37)",Pycnonotus barbatus,1946.5.2273,1
Yavello,"Ethiopia, Ethiopia",,,4.883162,38.082475,yes,,,,,Pycnonotus barbatus,"1946.5.2269, 1946.5.2268",2
Klang,Myanmar,,,22.552986,93.525194,yes,,,,,Pycnonotus blanfordi,86.9.1.2326,1
"Maymyo, Mandalay Dt.","Myanmar, Myanmar, Myanmar",,,22.039004,96.47159,yes,,,,,Pycnonotus blanfordi,"1948.80.1302, 1948.80.1307, 1948.80.1304",3
"Cachar, Assam",India,,,25.083333,92.916667,yes,Low(36),Unavailable,,"25.083333,92.916667,CACHAR|Unavailable|Unavailable|Low(36),26.25,93,ASSAM|Unavailable|Unavailable|Low(35),26,92,ASSAM|Unavailable|Unavailable|Low(35)",Pycnonotus cafer,1939.12.9.1867,1
"Colombo, Sri Lanka","Sri Lanka, Sri Lanka",,,6.926442,79.859543,yes,,,,,Pycnonotus cafer,"86.9.1.1754, 79.4.5",2
"Hambantota, S Prov., Ceylon",Sri Lanka,,,6.1241,81.1185,yes,Low(40),Unavailable,,"6.2544,81.1111,HAMBANTOTA|Unavailable|Unavailable|Low(40),6.1241,81.1185,HAMBANTOTA|Unavailable|Unavailable|Low(40),6.2077,81.1113,HAMBANTOTA|Unavailable|Unavailable|Low(40),7.75,80.75,CEYLON|Unavailable|Unavailable|Low(36),7,81,CEYLON|Unavailable|Unavailable|Low(36),7.5,80.5,CEYLON|Unavailable|Unavailable|Low(36)",Pycnonotus cafer,1946.28.307,1
Madras,India,,,13.084622,80.248357,no,High(81),unavailable,,"13.084622,80.248357,MADRAS|Unavailable|Unavailable|High(81),11,78.333333,MADRAS|Unavailable|Unavailable|High(81),13,80.25,MADRAS|Unavailable|Unavailable|High(81),13.084286,80.276314,MADRAS|Unavailable|Unavailable|High(81),13.083333,80.283333,MADRAS|Unavailable|Unavailable|High(81),13,80.25,MADRAS|Unavailable|Unavailable|High(81),11,78,MADRAS|Unavailable|Unavailable|High(81),13.081389,80.277222,MADRAS|Unavailable|Unavailable|High(81)",Pycnonotus cafer,1949.14204,1
Manipur,India,,,24.75,93.833333,yes,High(82),Unavailable,,"25.621997,82.640132,MANIPUR|Unavailable|Unavailable|High(82),25.208295,83.984557,MANIPUR|Unavailable|Unavailable|High(82),24.948075,81.402671,MANIPUR|Unavailable|Unavailable|High(82),25.383149,83.926319,MANIPUR|Unavailable|Unavailable|High(82),25.481034,82.101691,MANIPUR|Unavailable|Unavailable|High(82),25.189676,83.466013,MANIPUR|Unavailable|Unavailable|High(82),24.801706,80.47892,MANIPUR|Unavailable|Unavailable|High(82),25.35395,80.354603,MANIPUR|Unavailable|Unavailable|High(82),24.75,93.833333,MANIPUR|Unavailable|Unavailable|High(82),30.315976,77.388617,MANIPUR|Unavailable|Unavailable|High(82),22.281944,88.911111,MANIPUR|Unavailable|Unavailable|High(82),24.81722,92.954619,MANIPUR|Unavailable|Unavailable|High(82),27.829293,78.345945,MANIPUR|Unavailable|Unavailable|High(82),26.609796,79.665193,MANIPUR|Unavailable|Unavailable|High(82),21.346106,78.001184,MANIPUR|Unavailable|Unavailable|High(82),25.57714,82.498353,MANIPUR|Unavailable|Unavailable|High(82),27.052721,79.358072,MANIPUR|Unavailable|Unavailable|High(82),25.923728,81.706253,MANIPUR|Unavailable|Unavailable|High(82),26.167184,81.669165,MANIPUR|Unavailable|Unavailable|High(82),25.969437,81.509504,MANIPUR|Unavailable|Unavailable|High(82),26.095622,82.346313,MANIPUR|Unavailable|Unavailable|High(82),25.046449,84.076917,MANIPUR|Unavailable|Unavailable|High(82),25.641044,84.309804,MANIPUR|Unavailable|Unavailable|High(82),21.09161,82.905846,MANIPUR|Unavailable|Unavailable|High(82),26.127344,81.637461,MANIPUR|Unavailable|Unavailable|High(82),26.368296,83.295984,MANIPUR|Unavailable|Unavailable|High(82),25.924477,81.310816,MANIPUR|Unavailable|Unavailable|High(82),26.598477,81.327491,MANIPUR|Unavailable|Unavailable|High(82),25.847924,80.80533,MANIPUR|Unavailable|Unavailable|High(82),26.269052,81.796057,MANIPUR|Unavailable|Unavailable|High(82),29.151646,78.67664,MANIPUR|Unavailable|Unavailable|High(82),25.469329,81.477235,MANIPUR|Unavailable|Unavailable|High(82),26.020347,81.883192,MANIPUR|Unavailable|Unavailable|High(82)",Pycnonotus cafer,86.9.1.1768,1
Shillong,"India, India",,,25.576018,91.900648,yes,,,,,Pycnonotus cafer,"86.9.1.1865, 86.9.1.1864",2
Sri Lanka,Sri Lanka,,,7.5,80.5,yes,High(84),Unavailable,,"7,81,SRI LANKA|Unavailable|Unavailable|High(84),7.75,80.75,SRI LANKA|Unavailable|Unavailable|High(84),7.5,80.5,SRI LANKA|Unavailable|Unavailable|High(84),7.5,80.5,SRI LANKA|Unavailable|Unavailable|High(84),7.648349,79.769531,(g3)Sri Lanka|Unavailable|259057|High(69)",Pycnonotus cafer,1947.11.34,1
"Tellula, Ceylon",Sri Lanka,,,6.60058,81.138836,yes,Low(37),Unavailable,,"6.205,81.2826,TELLULA|Unavailable|Unavailable|Low(37),7.75,80.75,CEYLON|Unavailable|Unavailable|Low(36),7.5,80.5,CEYLON|Unavailable|Unavailable|Low(36),7,81,CEYLON|Unavailable|Unavailable|Low(36)",Pycnonotus cafer,1928.6.25.45,1
"Uragaha, Ceylon",Sri Lanka,,,6.3589,80.1181,yes,Low(37),,,"6.3589,80.1181,URAGAHA|Unavailable|Unavailable|Low(37),7.75,80.75,CEYLON|Unavailable|Unavailable|Low(36),7.5,80.5,CEYLON|Unavailable|Unavailable|Low(36),7,81,CEYLON|Unavailable|Unavailable|Low(36)",Pycnonotus cafer,1940.12.3.32,1
"Tapraw, Siam",Thailand,,,8.057441,98.423302,yes,Low(34),,,"15.5,101,SIAM|Unavailable|Unavailable|Low(34),15,100,SIAM|Unavailable|Unavailable|Low(34)",Pycnonotus finlaysoni,86.9.1.2102,1
"Taroar, Siam","Thailand, Thailand, Thailand",,,7.999237,98.404965,yes,,,,,Pycnonotus finlaysoni,"86.9.1.2114, 86.9.1.2109, 86.9.1.2111",3
"Haliyal, Kanara, Assam",India,,,26.2401,90.948896,yes,Low(37),Unavailable,,"15.333333,74.766667,HALIYAL|Unavailable|Unavailable|Low(37),14.432115,74.721813,HALIYAL|Unavailable|Unavailable|Low(37),14.453139,74.824522,HALIYAL|Unavailable|Unavailable|Low(37),15.329376,74.763303,HALIYAL|Unavailable|Unavailable|Low(37),25.371148,76.344711,KANARA|Unavailable|Unavailable|Low(36),21.850364,77.775622,KANARA|Unavailable|Unavailable|Low(36),14,75,KANARA|Unavailable|Unavailable|Low(36),21.233333,70.483333,KANARA|Unavailable|Unavailable|Low(36),16,75,KANARA|Unavailable|Unavailable|Low(36),14.883333,74.583333,KANARA|Unavailable|Unavailable|Low(36),21.227595,70.489178,KANARA|Unavailable|Unavailable|Low(36),22.402956,74.320637,KANARA|Unavailable|Unavailable|Low(36),14,75,KANARA|Unavailable|Unavailable|Low(36),16,75,KANARA|Unavailable|Unavailable|Low(36),14.883333,74.583333,KANARA|Unavailable|Unavailable|Low(36),33.186529,74.171821,KANARA|Unavailable|Unavailable|Low(36),30.619849,79.214429,KANARA|Unavailable|Unavailable|Low(36),30.802284,77.881836,KANARA|Unavailable|Unavailable|Low(36),26.25,93,ASSAM|Unavailable|Unavailable|Low(35),26,92,ASSAM|Unavailable|Unavailable|Low(35)",Pycnonotus flavescens,1925.12.23.378,1
Mindon,"Myanmar, Myanmar",,,19.351907,94.734373,yes,,,,,Pycnonotus flavescens,"1940, 1943",2
"Shillong, Assam","India, India, India",,,25.56949,91.881704,yes,,,,,Pycnonotus flavescens,"86.9.1.2030, 86.9.1.2044, 86.9.1.2043",3
"LABUAN, SABAH, BORNEO","Malaysia, Malaysia, Malaysia",,,5.315862,115.212888,yes,,,,,Pycnonotus goiavier,"B/10299, B/10297, B/10298",3
"LAWAS, SARAWAK, N.E BORNEO",Malaysia,,,4.8604,115.409,yes,Low(37),Unavailable,,"1.5333,110.3333,SARAWAK|Unavailable|Unavailable|Low(37),2.5,113.5,SARAWAK|Unavailable|Unavailable|Low(37),4,115,BORNEO|Unavailable|Unavailable|Low(36),1,114,BORNEO|Unavailable|Unavailable|Low(36),4.5,115.416667,LAWAS|Unavailable|Unavailable|Low(35),4.8333,115.4167,LAWAS|Unavailable|Unavailable|Low(35),4.5,115.5,LAWAS|Unavailable|Unavailable|Low(35),4.8604,115.409,LAWAS|Unavailable|Unavailable|Low(35)",Pycnonotus goiavier,B/10301,1
"Baglan, Nashik District",India,,,20.766345,74.130657,yes,Low(36),Unavailable,,"30.971285,77.577462,BAGLAN|Unavailable|Unavailable|Low(36),20.845756,75.692245,BAGLAN|Unavailable|Unavailable|Low(36)",Pycnonotus jocosus,1925.12.23.360,1
Bangalore,India,,,12.977063,77.587106,no,High(84),unavailable,,"12.977063,77.587106,BANGALORE|Unavailable|Unavailable|High(84),12.983333,77.583333,BANGALORE|Unavailable|Unavailable|High(84)",Pycnonotus jocosus,88.4.1.673,1
"Firm Base, Andhra Pradesh",India,,,17.863706,83.415242,yes,Low(44),Unavailable,,"16,79,ANDHRA PRADESH|Unavailable|Unavailable|Low(44),15.833333,79.75,ANDHRA PRADESH|Unavailable|Unavailable|Low(44),17.833333,79.083333,ANDHRA|Unavailable|Unavailable|Low(36),26.396826,86.33789,ANDHRA|Unavailable|Unavailable|Low(36),18.766667,73.65,ANDHRA|Unavailable|Unavailable|Low(36),18,79.5,ANDHRA|Unavailable|Unavailable|Low(36)",Pycnonotus jocosus,26301,1
"Dewangiri, Deothang, Samdrup Jongkhar",Bhutan,,,26.866667,91.466667,yes,Low(46),Unavailable,,"26.800687,91.505191,SAMDRUP JONGKHAR|Unavailable|Unavailable|Low(46),26.916667,91.616667,SAMDRUP JONGKHAR|Unavailable|Unavailable|Low(46),26.866667,91.466667,DEWANGIRI|Unavailable|Unavailable|Low(39),27.4,90.5,SAMDRUP|Unavailable|Unavailable|Low(37)",Pycnonotus jocosus,1935.4.5.631,1
"Shevaroys, Tamil Nadu","India, India",,,11.820735,78.229049,yes,,,,,Pycnonotus jocosus,"1975, 1968",2
"Kotagiri, Tamil Nadu",India,,,11.433,76.883,yes,Low(40),Unavailable,,"11,78.333333,TAMIL NADU|Unavailable|Unavailable|Low(40),11,78,TAMIL NADU|Unavailable|Unavailable|Low(40),11.421783,76.862113,KOTAGIRI|Unavailable|Unavailable|Low(38),11.433,76.883,KOTAGIRI|Unavailable|Unavailable|Low(38),12.853164,74.996978,NADU|Unavailable|Unavailable|Low(34)",Pycnonotus jocosus,25893,1
Lucknow,India,,,26.75,81,yes,High(82),,,"26.75,81,LUCKNOW|Unavailable|Unavailable|High(82),26.839281,80.923133,LUCKNOW|Unavailable|Unavailable|High(82),26.830607,80.931934,LUCKNOW|Unavailable|Unavailable|High(82)",Pycnonotus jocosus,1965.M.9535,1
Manipur,"India, India, India, India",,,24.712374,93.834796,yes,,,,,Pycnonotus jocosus,"86.9.1.2419, 86.9.1.2412, 86.9.1.2410, 86.9.1.2414",4
"Mysore, Karnataka",India,,,12.307222,76.649722,yes,Low(39),Unavailable,,"14.666667,75.833333,KARNATAKA|Unavailable|Unavailable|Low(39),13.5,76,KARNATAKA|Unavailable|Unavailable|Low(39),16,75,KARNATAKA|Unavailable|Unavailable|Low(39),16,75,KARNATAKA|Unavailable|Unavailable|Low(39),12.316672,76.645833,MYSORE|Unavailable|Unavailable|Low(36),12,76.5,MYSORE|Unavailable|Unavailable|Low(36),14.666667,75.833333,MYSORE|Unavailable|Unavailable|Low(36),12.292664,76.638543,MYSORE|Unavailable|Unavailable|Low(36),13.5,76,MYSORE|Unavailable|Unavailable|Low(36),12,76.5,MYSORE|Unavailable|Unavailable|Low(36),12.307222,76.649722,MYSORE|Unavailable|Unavailable|Low(36),16,75,KARNATAK|Unavailable|Unavailable|Low(25),16,75,KARNATAK|Unavailable|Unavailable|Low(25),12,78,KARNATA|Unavailable|Unavailable|Low(24),25.048409,77.229874,KARNATA|Unavailable|Unavailable|Low(24)",Pycnonotus jocosus,23983,1
Odisha,"India, India",,,20.512689,84.410156,yes,,,,,Pycnonotus jocosus,"16281, 16280",2
S.Andaman,India,,,11.828227,92.657718,yes,Low(37),Unavailable,,"10,93,ANDAMAN|Unavailable|Unavailable|Low(37),10.033105,78.165045,ANDAMAN|Unavailable|Unavailable|Low(37),12,92.75,ANDAMAN|Unavailable|Unavailable|Low(37)",Pycnonotus jocosus,22079,1
"Baramulla, Vale of Kashmir",India,,,34.203141,74.348056,yes,Low(45),Unavailable,,"34.166667,74.75,VALE OF KASHMIR|Unavailable|Unavailable|Low(45),34.166667,74.75,VALE OF KASHMIR|Unavailable|Unavailable|Low(45),34.566667,74.75,BARAMULLA|Unavailable|Unavailable|Low(39),34.566667,74.75,BARAMULLA|Unavailable|Unavailable|Low(39),33.91667,76.66667,KASHMIR|Unavailable|Unavailable|Low(37),24.869157,86.179941,KASHMIR|Unavailable|Unavailable|Low(37),31.336368,77.175049,KASHMIR|Unavailable|Unavailable|Low(37),34.129167,74.525,BARAMUL|Unavailable|Unavailable|Low(24),20.499167,84.872588,BARAMUL|Unavailable|Unavailable|Low(24)",Pycnonotus leucogenys,1965.M.9572,1
"Domel, Murree-Srinagar Rd, Kashmir",India,,,32.888889,74.958333,yes,Low(38),Unavailable,,"27.722405,79.23433,SRINAGAR|Unavailable|Unavailable|Low(38),17.197924,78.474382,SRINAGAR|Unavailable|Unavailable|Low(38),30.079417,76.716242,SRINAGAR|Unavailable|Unavailable|Low(38),22.952159,79.519799,SRINAGAR|Unavailable|Unavailable|Low(38),24.791356,78.903352,SRINAGAR|Unavailable|Unavailable|Low(38),34.085652,74.805553,SRINAGAR|Unavailable|Unavailable|Low(38),27.779185,79.391449,SRINAGAR|Unavailable|Unavailable|Low(38),30.966519,77.093173,SRINAGAR|Unavailable|Unavailable|Low(38),34.083333,74.833333,SRINAGAR|Unavailable|Unavailable|Low(38),13.013333,80.229722,SRINAGAR|Unavailable|Unavailable|Low(38),26.4351,74.776027,SRINAGAR|Unavailable|Unavailable|Low(38),25.180204,79.774849,SRINAGAR|Unavailable|Unavailable|Low(38),28.681538,77.138806,SRINAGAR|Unavailable|Unavailable|Low(38),28.987707,77.042054,SRINAGAR|Unavailable|Unavailable|Low(38),24.668432,82.939171,SRINAGAR|Unavailable|Unavailable|Low(38),26.685476,83.062356,SRINAGAR|Unavailable|Unavailable|Low(38),27.044999,83.742795,SRINAGAR|Unavailable|Unavailable|Low(38),27.418007,82.727268,SRINAGAR|Unavailable|Unavailable|Low(38),27.183338,82.409603,SRINAGAR|Unavailable|Unavailable|Low(38),26.952356,82.312035,SRINAGAR|Unavailable|Unavailable|Low(38),27.685198,82.097995,SRINAGAR|Unavailable|Unavailable|Low(38),26.702634,83.440587,SRINAGAR|Unavailable|Unavailable|Low(38),27.356807,82.227098,SRINAGAR|Unavailable|Unavailable|Low(38),24.497829,83.730106,SRINAGAR|Unavailable|Unavailable|Low(38),25.403057,78.57788,SRINAGAR|Unavailable|Unavailable|Low(38),27.255259,82.202574,SRINAGAR|Unavailable|Unavailable|Low(38),27.246443,82.193505,SRINAGAR|Unavailable|Unavailable|Low(38),27.20437,83.733184,SRINAGAR|Unavailable|Unavailable|Low(38),27.330279,82.72068,SRINAGAR|Unavailable|Unavailable|Low(38),31.336368,77.175049,KASHMIR|Unavailable|Unavailable|Low(37),33.91667,76.66667,KASHMIR|Unavailable|Unavailable|Low(37),34.586439,74.040578,DOMEL|Unavailable|Unavailable|Low(35),32.888889,74.958333,DOMEL|Unavailable|Unavailable|Low(35)",Pycnonotus leucogenys,1965.M.9571,1
Punjab,"Pakistan, Pakistan, Pakistan, Pakistan",,,31.174076,72.805261,yes,,,,,Pycnonotus leucogenys,"16245, 16233, 16248, 16249",4
"Serinaga, 5500', Kashmir",India,,,34.079756,74.799923,yes,Low(37),,,"33.91667,76.66667,KASHMIR|Unavailable|Unavailable|Low(37),31.336368,77.175049,KASHMIR|Unavailable|Unavailable|Low(37),24.869157,86.179941,KASHMIR|Unavailable|Unavailable|Low(37)",Pycnonotus leucogenys,1965.M.9569,1
"Srinagar, Kashmir",India,,,34.085652,74.805553,yes,Low(38),Unavailable,,"22.952159,79.519799,SRINAGAR|Unavailable|Unavailable|Low(38),27.722405,79.23433,SRINAGAR|Unavailable|Unavailable|Low(38),17.197924,78.474382,SRINAGAR|Unavailable|Unavailable|Low(38),27.779185,79.391449,SRINAGAR|Unavailable|Unavailable|Low(38),24.668432,82.939171,SRINAGAR|Unavailable|Unavailable|Low(38),24.791356,78.903352,SRINAGAR|Unavailable|Unavailable|Low(38),34.085652,74.805553,SRINAGAR|Unavailable|Unavailable|Low(38),30.079417,76.716242,SRINAGAR|Unavailable|Unavailable|Low(38),30.966519,77.093173,SRINAGAR|Unavailable|Unavailable|Low(38),34.083333,74.833333,SRINAGAR|Unavailable|Unavailable|Low(38),13.013333,80.229722,SRINAGAR|Unavailable|Unavailable|Low(38),26.4351,74.776027,SRINAGAR|Unavailable|Unavailable|Low(38),25.180204,79.774849,SRINAGAR|Unavailable|Unavailable|Low(38),28.681538,77.138806,SRINAGAR|Unavailable|Unavailable|Low(38),28.987707,77.042054,SRINAGAR|Unavailable|Unavailable|Low(38),24.497829,83.730106,SRINAGAR|Unavailable|Unavailable|Low(38),26.702634,83.440587,SRINAGAR|Unavailable|Unavailable|Low(38),27.183338,82.409603,SRINAGAR|Unavailable|Unavailable|Low(38),26.685476,83.062356,SRINAGAR|Unavailable|Unavailable|Low(38),27.685198,82.097995,SRINAGAR|Unavailable|Unavailable|Low(38),27.666186,82.143249,SRINAGAR|Unavailable|Unavailable|Low(38),26.050502,81.910117,SRINAGAR|Unavailable|Unavailable|Low(38),26.952356,82.312035,SRINAGAR|Unavailable|Unavailable|Low(38),27.044999,83.742795,SRINAGAR|Unavailable|Unavailable|Low(38),27.255259,82.202574,SRINAGAR|Unavailable|Unavailable|Low(38),27.356807,82.227098,SRINAGAR|Unavailable|Unavailable|Low(38),25.403057,78.57788,SRINAGAR|Unavailable|Unavailable|Low(38),27.330279,82.72068,SRINAGAR|Unavailable|Unavailable|Low(38),27.418007,82.727268,SRINAGAR|Unavailable|Unavailable|Low(38),27.246443,82.193505,SRINAGAR|Unavailable|Unavailable|Low(38),27.20437,83.733184,SRINAGAR|Unavailable|Unavailable|Low(38),33.91667,76.66667,KASHMIR|Unavailable|Unavailable|Low(37),31.336368,77.175049,KASHMIR|Unavailable|Unavailable|Low(37)",Pycnonotus leucogenys,1949.Whi.1.14284,1
Punjab,Pakistan,,,30.85,72.316667,yes,High(81),Unavailable,,"30,74,PUNJAB|Unavailable|Unavailable|High(81),30.85,72.316667,PUNJAB|Unavailable|Unavailable|High(81),30.860168,72.319759,PUNJAB|Unavailable|Unavailable|High(81)",Pycnonotus leucogenys,1928,1
